starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	6
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	6
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	6
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	6
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	6
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	6
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	13	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	14	7
Thu Apr 15 01:57:22 2021	1618451842	6	7	14	7
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	7
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	8	14	8
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	9	15	9
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	10	16	10
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	11	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	12	17	11
Thu Apr 15 01:57:22 2021	1618451842	6	12	18	11
Thu Apr 15 01:57:22 2021	1618451842	6	12	18	12
Thu Apr 15 01:57:22 2021	1618451842	6	12	18	12
Thu Apr 15 01:57:22 2021	1618451842	6	12	18	12
Thu Apr 15 01:57:22 2021	1618451842	6	12	18	12
Thu Apr 15 01:57:22 2021	1618451842	6	12	18	12
Thu Apr 15 01:57:22 2021	1618451842	6	12	18	11
Thu Apr 15 01:57:22 2021	1618451842	6	13	19	12
Thu Apr 15 01:57:22 2021	1618451842	6	13	19	12
Thu Apr 15 01:57:22 2021	1618451842	6	13	19	13
Thu Apr 15 01:57:22 2021	1618451842	6	13	19	12
Thu Apr 15 01:57:22 2021	1618451842	6	13	19	12
Thu Apr 15 01:57:22 2021	1618451842	6	13	19	13
Thu Apr 15 01:57:22 2021	1618451842	6	13	19	13
Thu Apr 15 01:57:22 2021	1618451842	6	13	19	13
Thu Apr 15 01:57:22 2021	1618451842	6	14	19	12
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	13
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	13
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	13
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	13
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	14
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	13
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	13
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	14
Thu Apr 15 01:57:22 2021	1618451842	6	14	20	14
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	14
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	15
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	14
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	14
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	14
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	14
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	15
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	15
Thu Apr 15 01:57:22 2021	1618451842	6	15	21	15
Thu Apr 15 01:57:22 2021	1618451842	6	16	21	15
Thu Apr 15 01:57:22 2021	1618451842	6	16	22	15
Thu Apr 15 01:57:22 2021	1618451842	6	16	22	15
Thu Apr 15 01:57:22 2021	1618451842	6	16	22	15
Thu Apr 15 01:57:22 2021	1618451842	6	16	22	15
Thu Apr 15 01:57:22 2021	1618451842	6	16	22	16
Thu Apr 15 01:57:22 2021	1618451842	6	16	22	16
Thu Apr 15 01:57:22 2021	1618451842	6	16	22	16
Thu Apr 15 01:57:22 2021	1618451842	6	17	23	15
Thu Apr 15 01:57:22 2021	1618451842	6	17	23	16
Thu Apr 15 01:57:22 2021	1618451842	6	17	23	17
Thu Apr 15 01:57:22 2021	1618451842	6	17	23	17
Thu Apr 15 01:57:22 2021	1618451842	6	17	23	16
Thu Apr 15 01:57:22 2021	1618451842	6	17	23	16
Thu Apr 15 01:57:22 2021	1618451842	6	17	23	17
Thu Apr 15 01:57:22 2021	1618451842	6	17	23	16
Thu Apr 15 01:57:22 2021	1618451842	6	18	23	17
Thu Apr 15 01:57:22 2021	1618451842	6	18	23	17
Thu Apr 15 01:57:22 2021	1618451842	6	18	24	16
Thu Apr 15 01:57:22 2021	1618451842	6	18	24	17
Thu Apr 15 01:57:22 2021	1618451842	6	18	24	17
Thu Apr 15 01:57:22 2021	1618451842	6	18	24	17
Thu Apr 15 01:57:22 2021	1618451842	6	18	24	17
Thu Apr 15 01:57:22 2021	1618451842	6	18	24	17
Thu Apr 15 01:57:22 2021	1618451842	6	18	24	18
Thu Apr 15 01:57:22 2021	1618451842	6	19	24	18
Thu Apr 15 01:57:22 2021	1618451842	6	19	24	17
Thu Apr 15 01:57:22 2021	1618451842	6	19	24	18
Thu Apr 15 01:57:22 2021	1618451842	6	19	24	18
Thu Apr 15 01:57:22 2021	1618451842	6	19	25	19
Thu Apr 15 01:57:22 2021	1618451842	6	19	25	18
Thu Apr 15 01:57:22 2021	1618451842	6	19	25	18
Thu Apr 15 01:57:22 2021	1618451842	6	19	25	18
Thu Apr 15 01:57:22 2021	1618451842	6	19	25	18
Thu Apr 15 01:57:22 2021	1618451842	6	20	25	19
Thu Apr 15 01:57:22 2021	1618451842	6	20	25	19
Thu Apr 15 01:57:22 2021	1618451842	6	20	25	19
Thu Apr 15 01:57:22 2021	1618451842	6	20	25	19
Thu Apr 15 01:57:22 2021	1618451842	6	20	26	19
Thu Apr 15 01:57:22 2021	1618451842	6	20	26	19
Thu Apr 15 01:57:22 2021	1618451842	6	20	26	19
Thu Apr 15 01:57:22 2021	1618451842	6	20	26	19
Thu Apr 15 01:57:22 2021	1618451842	6	20	26	19
Thu Apr 15 01:57:22 2021	1618451842	6	21	26	20
Thu Apr 15 01:57:22 2021	1618451842	6	21	26	20
Thu Apr 15 01:57:22 2021	1618451842	6	21	26	20
Thu Apr 15 01:57:22 2021	1618451842	6	21	26	20
Thu Apr 15 01:57:22 2021	1618451842	6	21	27	20
Thu Apr 15 01:57:22 2021	1618451842	6	21	27	20
Thu Apr 15 01:57:22 2021	1618451842	6	21	27	20
Thu Apr 15 01:57:22 2021	1618451842	6	21	27	20
Thu Apr 15 01:57:22 2021	1618451842	6	21	27	20
Thu Apr 15 01:57:22 2021	1618451842	6	22	27	21
Thu Apr 15 01:57:22 2021	1618451842	6	22	28	21
Thu Apr 15 01:57:22 2021	1618451842	6	22	28	21
Thu Apr 15 01:57:22 2021	1618451842	6	22	28	21
Thu Apr 15 01:57:22 2021	1618451842	6	22	28	21
Thu Apr 15 01:57:22 2021	1618451842	6	22	28	21
Thu Apr 15 01:57:22 2021	1618451842	6	22	28	21
Thu Apr 15 01:57:22 2021	1618451842	6	22	28	21
Thu Apr 15 01:57:22 2021	1618451842	6	22	28	21
Thu Apr 15 01:57:22 2021	1618451842	6	23	28	23
Thu Apr 15 01:57:22 2021	1618451842	6	23	29	23
Thu Apr 15 01:57:22 2021	1618451842	6	23	29	23
Thu Apr 15 01:57:22 2021	1618451842	6	23	29	23
Thu Apr 15 01:57:22 2021	1618451842	6	23	29	23
Thu Apr 15 01:57:22 2021	1618451842	6	24	29	23
Thu Apr 15 01:57:22 2021	1618451842	6	24	29	23
Thu Apr 15 01:57:22 2021	1618451842	6	24	29	23
Thu Apr 15 01:57:22 2021	1618451842	6	24	29	24
Thu Apr 15 01:57:22 2021	1618451842	6	24	29	23
Thu Apr 15 01:57:22 2021	1618451842	6	24	30	23
Thu Apr 15 01:57:22 2021	1618451842	6	24	30	24
Thu Apr 15 01:57:22 2021	1618451842	6	24	30	24
Thu Apr 15 01:57:22 2021	1618451842	6	24	30	24
Thu Apr 15 01:57:22 2021	1618451842	6	24	30	24
Thu Apr 15 01:57:22 2021	1618451842	6	24	30	24
Thu Apr 15 01:57:22 2021	1618451842	6	25	30	24
Thu Apr 15 01:57:22 2021	1618451842	6	25	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	25	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	25	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	25	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	25	31	24
Thu Apr 15 01:57:22 2021	1618451842	6	25	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	25	31	23
Thu Apr 15 01:57:22 2021	1618451842	6	26	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	26	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	26	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	26	31	25
Thu Apr 15 01:57:22 2021	1618451842	6	26	32	24
Thu Apr 15 01:57:22 2021	1618451842	6	26	32	25
Thu Apr 15 01:57:22 2021	1618451842	6	26	32	26
Thu Apr 15 01:57:22 2021	1618451842	6	26	32	26
Thu Apr 15 01:57:22 2021	1618451842	6	26	32	26
Thu Apr 15 01:57:22 2021	1618451842	6	27	32	25
Thu Apr 15 01:57:22 2021	1618451842	5	27	32	26
Thu Apr 15 01:57:22 2021	1618451842	5	27	32	26
Thu Apr 15 01:57:22 2021	1618451842	5	27	32	26
Thu Apr 15 01:57:22 2021	1618451842	5	27	32	26
Thu Apr 15 01:57:22 2021	1618451842	5	27	33	26
Thu Apr 15 01:57:22 2021	1618451842	5	27	33	26
Thu Apr 15 01:57:22 2021	1618451842	5	27	33	27
Thu Apr 15 01:57:22 2021	1618451842	5	27	33	27
Thu Apr 15 01:57:22 2021	1618451842	5	27	33	26
Thu Apr 15 01:57:22 2021	1618451842	5	28	33	27
Thu Apr 15 01:57:22 2021	1618451842	5	28	33	27
Thu Apr 15 01:57:22 2021	1618451842	5	28	33	27
Thu Apr 15 01:57:22 2021	1618451842	5	28	33	27
Thu Apr 15 01:57:22 2021	1618451842	5	28	33	27
Thu Apr 15 01:57:22 2021	1618451842	5	28	34	27
Thu Apr 15 01:57:22 2021	1618451842	5	28	34	28
Thu Apr 15 01:57:22 2021	1618451842	5	28	34	28
Thu Apr 15 01:57:22 2021	1618451842	5	28	34	27
Thu Apr 15 01:57:22 2021	1618451842	5	29	34	28
Thu Apr 15 01:57:22 2021	1618451842	5	29	34	28
Thu Apr 15 01:57:22 2021	1618451842	5	29	34	28
Thu Apr 15 01:57:22 2021	1618451842	5	29	34	28
Thu Apr 15 01:57:22 2021	1618451842	5	29	34	28
Thu Apr 15 01:57:22 2021	1618451842	5	29	35	28
Thu Apr 15 01:57:22 2021	1618451842	5	29	35	28
Thu Apr 15 01:57:22 2021	1618451842	5	30	35	29
Thu Apr 15 01:57:22 2021	1618451842	5	30	35	28
Thu Apr 15 01:57:22 2021	1618451842	5	30	35	29
Thu Apr 15 01:57:22 2021	1618451842	5	30	35	29
Thu Apr 15 01:57:22 2021	1618451842	5	30	35	29
Thu Apr 15 01:57:22 2021	1618451842	5	30	35	29
Thu Apr 15 01:57:22 2021	1618451842	5	30	36	29
Thu Apr 15 01:57:22 2021	1618451842	5	30	36	30
Thu Apr 15 01:57:22 2021	1618451842	5	30	36	30
Thu Apr 15 01:57:22 2021	1618451842	5	30	36	30
Thu Apr 15 01:57:22 2021	1618451842	5	31	36	30
Thu Apr 15 01:57:22 2021	1618451842	5	31	36	30
Thu Apr 15 01:57:22 2021	1618451842	5	31	36	30
Thu Apr 15 01:57:22 2021	1618451842	5	31	36	29
Thu Apr 15 01:57:22 2021	1618451842	5	31	36	30
Thu Apr 15 01:57:22 2021	1618451842	5	31	36	30
Thu Apr 15 01:57:22 2021	1618451842	5	31	37	31
Thu Apr 15 01:57:22 2021	1618451842	5	31	37	30
Thu Apr 15 01:57:22 2021	1618451842	5	32	37	31
Thu Apr 15 01:57:22 2021	1618451842	5	32	37	31
Thu Apr 15 01:57:22 2021	1618451842	5	32	37	31
Thu Apr 15 01:57:22 2021	1618451842	5	32	37	32
Thu Apr 15 01:57:22 2021	1618451842	5	32	37	31
Thu Apr 15 01:57:22 2021	1618451842	5	32	37	31
Thu Apr 15 01:57:22 2021	1618451842	5	32	37	31
Thu Apr 15 01:57:22 2021	1618451842	5	32	37	31
Thu Apr 15 01:57:22 2021	1618451842	5	32	38	31
Thu Apr 15 01:57:22 2021	1618451842	5	32	38	32
Thu Apr 15 01:57:22 2021	1618451842	5	33	38	31
Thu Apr 15 01:57:22 2021	1618451842	5	33	38	32
Thu Apr 15 01:57:22 2021	1618451842	5	33	38	32
Thu Apr 15 01:57:22 2021	1618451842	5	33	38	32
Thu Apr 15 01:57:22 2021	1618451842	5	33	38	32
Thu Apr 15 01:57:22 2021	1618451842	5	33	38	32
Thu Apr 15 01:57:22 2021	1618451842	5	33	39	32
Thu Apr 15 01:57:22 2021	1618451842	5	33	39	32
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	33
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	33
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	33
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	33
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	33
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	34
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	33
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	34
Thu Apr 15 01:57:22 2021	1618451842	5	34	39	33
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	33
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	34
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	34
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	34
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	34
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	34
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	34
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	35
Thu Apr 15 01:57:22 2021	1618451842	5	35	40	34
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	35
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	34
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	35
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	35
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	35
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	35
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	35
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	35
Thu Apr 15 01:57:22 2021	1618451842	5	36	41	36
Thu Apr 15 01:57:22 2021	1618451842	5	37	41	35
Thu Apr 15 01:57:22 2021	1618451842	5	37	42	36
Thu Apr 15 01:57:22 2021	1618451842	5	37	42	36
Thu Apr 15 01:57:22 2021	1618451842	5	37	42	36
Thu Apr 15 01:57:22 2021	1618451842	5	37	42	36
Thu Apr 15 01:57:22 2021	1618451842	5	38	42	37
Thu Apr 15 01:57:22 2021	1618451842	5	38	43	37
Thu Apr 15 01:57:22 2021	1618451842	5	38	43	37
Thu Apr 15 01:57:22 2021	1618451842	5	38	43	36
Thu Apr 15 01:57:22 2021	1618451842	5	38	43	37
Thu Apr 15 01:57:22 2021	1618451842	5	38	43	37
Thu Apr 15 01:57:22 2021	1618451842	5	38	43	37
Thu Apr 15 01:57:22 2021	1618451842	5	38	43	37
Thu Apr 15 01:57:22 2021	1618451842	5	38	43	38
Thu Apr 15 01:57:22 2021	1618451842	5	39	43	38
Thu Apr 15 01:57:22 2021	1618451842	5	39	43	38
Thu Apr 15 01:57:22 2021	1618451842	5	39	44	38
Thu Apr 15 01:57:22 2021	1618451842	5	39	44	38
Thu Apr 15 01:57:22 2021	1618451842	5	39	44	36
Thu Apr 15 01:57:22 2021	1618451842	5	39	44	38
Thu Apr 15 01:57:22 2021	1618451842	5	39	44	38
Thu Apr 15 01:57:22 2021	1618451842	5	39	44	38
Thu Apr 15 01:57:22 2021	1618451842	5	39	44	38
Thu Apr 15 01:57:22 2021	1618451842	5	40	44	39
Thu Apr 15 01:57:22 2021	1618451842	5	40	44	39
Thu Apr 15 01:57:22 2021	1618451842	5	40	45	39
Thu Apr 15 01:57:22 2021	1618451842	5	40	45	39
Thu Apr 15 01:57:22 2021	1618451842	5	40	45	39
Thu Apr 15 01:57:22 2021	1618451842	5	40	45	39
Thu Apr 15 01:57:22 2021	1618451842	5	40	45	39
Thu Apr 15 01:57:22 2021	1618451842	5	40	45	39
Thu Apr 15 01:57:22 2021	1618451842	5	40	45	40
Thu Apr 15 01:57:22 2021	1618451842	5	40	45	39
Thu Apr 15 01:57:22 2021	1618451842	5	41	45	40
Thu Apr 15 01:57:22 2021	1618451842	5	41	46	40
Thu Apr 15 01:57:22 2021	1618451842	5	41	46	40
Thu Apr 15 01:57:22 2021	1618451842	5	41	46	40
Thu Apr 15 01:57:22 2021	1618451842	5	41	46	40
Thu Apr 15 01:57:22 2021	1618451842	5	41	46	40
Thu Apr 15 01:57:22 2021	1618451842	5	41	46	40
Thu Apr 15 01:57:22 2021	1618451842	5	41	46	40
Thu Apr 15 01:57:22 2021	1618451842	5	42	46	41
Thu Apr 15 01:57:22 2021	1618451842	5	42	46	41
Thu Apr 15 01:57:22 2021	1618451842	5	42	46	41
Thu Apr 15 01:57:23 2021	1618451843	0	46	46	46
Thu Apr 15 01:57:22 2021	1618451842	5	42	46	41
Thu Apr 15 01:57:22 2021	1618451842	5	42	47	41
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:22 2021	1618451842	5	42	47	41
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:22 2021	1618451842	5	42	47	41
Thu Apr 15 01:57:22 2021	1618451842	5	42	47	41
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	46
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	47
Thu Apr 15 01:57:22 2021	1618451842	5	43	47	42
Thu Apr 15 01:57:22 2021	1618451842	5	43	47	41
Thu Apr 15 01:57:22 2021	1618451842	5	43	47	42
Thu Apr 15 01:57:22 2021	1618451842	5	43	47	42
Thu Apr 15 01:57:23 2021	1618451843	0	47	47	47
Thu Apr 15 01:57:23 2021	1618451843	0	48	48	47
Thu Apr 15 01:57:22 2021	1618451842	5	43	48	42
Thu Apr 15 01:57:23 2021	1618451843	0	48	48	47
Thu Apr 15 01:57:23 2021	1618451843	0	48	48	47
Thu Apr 15 01:57:23 2021	1618451843	0	48	48	47
Thu Apr 15 01:57:23 2021	1618451843	0	48	48	47
Thu Apr 15 01:57:22 2021	1618451842	5	43	48	42
Thu Apr 15 01:57:22 2021	1618451842	5	43	48	42
Thu Apr 15 01:57:23 2021	1618451843	0	48	48	48
Thu Apr 15 01:57:22 2021	1618451842	5	43	48	42
Thu Apr 15 01:57:22 2021	1618451842	5	43	48	42
Thu Apr 15 01:57:23 2021	1618451843	0	48	48	47
Thu Apr 15 01:57:22 2021	1618451842	5	44	48	43
Thu Apr 15 01:57:23 2021	1618451843	0	48	48	48
Thu Apr 15 01:57:22 2021	1618451842	5	44	48	43
Thu Apr 15 01:57:22 2021	1618451842	5	44	48	43
Thu Apr 15 01:57:22 2021	1618451842	5	44	48	43
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	44	49	43
Thu Apr 15 01:57:22 2021	1618451842	5	44	49	43
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	44	49	43
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	44	49	43
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	44	49	44
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	44	49	43
Thu Apr 15 01:57:22 2021	1618451842	5	44	49	43
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	45	49	44
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	45	49	44
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	45	49	44
Thu Apr 15 01:57:23 2021	1618451843	0	49	49	48
Thu Apr 15 01:57:22 2021	1618451842	5	45	49	44
Thu Apr 15 01:57:23 2021	1618451843	0	49	50	48
Thu Apr 15 01:57:22 2021	1618451842	5	45	50	44
Thu Apr 15 01:57:22 2021	1618451842	5	45	50	44
Thu Apr 15 01:57:22 2021	1618451842	5	45	50	45
Thu Apr 15 01:57:22 2021	1618451842	5	45	50	45
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:23 2021	1618451843	0	50	50	49
Thu Apr 15 01:57:22 2021	1618451842	5	45	50	45
